date,product,region,quantity_sold,unit_price,discount,revenue
2023-10-10,Tablet,West,15,1097.2305637468498,0.09088355036702518,14962.655318134854
2022-10-08,Smartwatch,West,12,1687.9956331784697,0.2233790927889228,15731.1924000888
2023-03-07,Headphones,North,8,711.6795295286366,0.2893296538703942,4046.1563006677698
2023-11-18,Laptop,West,6,1432.3532699079663,0.21536117416557857,6743.279927284085
2021-07-09,Headphones,West,3,1987.8787519874356,0.29778766453586103,4187.738943157905
2022-09-25,Tablet,South,13,663.5263724236377,0.2095013913838208,6818.716764353342
2022-09-20,Tablet,South,13,1364.3341930237364,0.08813834119629825,16173.092525372042
2023-08-31,Headphones,North,2,1696.4139850971458,0.20161576215160856,2708.780373134274
2022-12-11,Smartwatch,West,5,1835.8247875338109,0.21064702955907114,7245.568746244503
2022-10-11,Smartwatch,North,17,1449.9687473331985,0.11151809538493818,21900.606902469564
2021-11-14,Tablet,West,6,603.0354506634156,0.005314155182816705,3598.9849601871024
2022-11-15,Smartphone,East,2,686.2501955594456,0.21095993543264607,1082.9577972271684
2022-10-26,Smartwatch,East,4,90.47816264173021,0.006510028582662486,359.55658886730305
2022-03-18,Headphones,North,11,1533.7276564594438,0.18935642341802134,13676.371202284776
2022-07-18,Smartwatch,North,8,133.34223182080518,0.04908494662276652,1014.3770839145632
2023-08-10,Headphones,North,12,1736.072091475354,0.169681058324413,17297.922499996064
2022-11-30,Tablet,South,8,281.38819822535066,0.15117390761418,1910.7971579448874
2021-04-23,Smartwatch,South,11,385.1591986650523,0.004054092691854771,4219.57500329798
2021-01-02,Headphones,South,8,979.2266181228628,0.10885974509853104,6981.02606464249
2022-10-04,Tablet,North,8,1488.8668095790476,0.18032735021889082,9763.067223830432
2021-08-08,Smartphone,West,17,321.0543001382015,0.2545819655696339,4068.434311025394
2023-05-05,Headphones,East,16,908.138596379672,0.2665926341509552,10656.568572746626
2022-01-20,Smartphone,North,14,991.5599850997044,0.14515499100996698,11866.821461273994
2023-12-13,Smartphone,South,11,463.95700125375305,0.21852674618983145,3988.2698613755674
2022-12-31,Laptop,South,7,275.3388345272319,0.09493637296003729,1744.3941496952082
2021-09-04,Smartwatch,North,16,1681.0207998219971,0.10265592172759723,24135.264962768117
2023-04-16,Headphones,North,13,1029.8080170373928,0.05833905575469412,12606.489866292624
2021-07-22,Smartphone,South,15,78.0434101690983,0.1685844329979718,973.2975917476907
2021-05-03,Laptop,West,16,1615.8135375527525,0.09436924527820957,23413.286936057364
2022-02-05,Tablet,South,9,1962.5479205584404,0.02531126893155151,17215.860081151157
2023-02-06,Headphones,South,3,1231.5560810577822,0.2055018259989536,2935.4071727408777
2021-10-21,Smartphone,North,19,1032.231354813938,0.21232596228161946,15448.174943010366
2021-10-07,Smartwatch,West,5,1762.9109329376752,0.10799772563371736,7862.602808427957
2023-06-03,Laptop,South,10,1907.4077398849674,0.02301701983680684,18635.04898099156
2021-07-17,Smartphone,South,17,1521.346986009798,0.12788931522102778,22555.31034984232
2023-09-09,Smartwatch,East,15,918.6332129818613,0.13270063741506463,11950.950001027792
2023-01-22,Smartphone,North,8,1204.8317286963088,0.20060126546936788,7705.127673937465
2021-05-24,Headphones,East,15,1416.8239617850986,0.09462491737760505,19241.35667193859
2022-09-01,Headphones,East,14,428.83346345351276,0.2047797839343916,4774.238552491318
2021-07-06,Headphones,South,7,922.0420128220542,0.2614465625272165,4766.841086448368
2022-04-09,Laptop,North,12,1668.1514661987057,0.07124581270865994,18591.631911218836
2022-10-22,Headphones,West,17,1326.7144295719638,0.2936758668359699,15930.537130201676
2023-02-03,Smartwatch,South,17,851.8479310631155,0.11591044114104208,12802.8676470046
2023-08-13,Smartphone,West,10,1343.5569413286287,0.08017760554411853,12358.337628607194
2022-02-07,Tablet,West,19,280.53370354129675,0.12645335475308714,4656.126236536644
2021-05-27,Smartwatch,North,14,832.9203406015088,0.028319242771157747,11330.65734173771
2023-05-14,Smartwatch,East,11,1596.60064902796,0.0377117719536347,16900.290103958716
2022-05-04,Headphones,North,2,479.9921349164636,0.12433021409049942,840.6292200410877
2023-07-18,Laptop,West,18,412.6249397369645,0.22873335658173,5728.389340708703
2022-07-05,Smartphone,South,7,1904.0963868370413,0.2700936718723473,9728.684014821489
2021-12-04,Laptop,West,12,459.30037769314987,0.19944539721488128,4412.340377078335
2023-05-22,Smartphone,South,2,558.7912303178277,0.03156586657145092,1082.3050018006365
2022-10-03,Smartphone,South,18,1940.751080863459,0.20160592865416052,27890.714824549483
2022-04-18,Laptop,North,6,1482.6817120168,0.19062837621089157,7200.243028904716
2021-05-31,Smartwatch,West,10,1414.21323939588,0.24172917548799938,10723.566390725013
2021-09-20,Smartphone,East,15,1713.2064485164335,0.24757459999565426,19335.900709725032
2021-05-24,Laptop,West,5,275.85501036174884,0.26046092273369365,1020.0277991110756
2021-12-12,Smartphone,West,3,1426.614661331014,0.1242394543737295,3748.1185026170583
2022-09-16,Tablet,East,5,1032.1927881900658,0.20935931860564327,4080.4680469246728
2023-10-14,Smartwatch,North,8,1666.8437485540728,0.08047510767669322,12261.634547271688
2023-05-31,Headphones,West,8,1040.876351397129,0.2998008839950513,5830.565608949809
2021-01-02,Smartphone,West,8,1259.4706408243787,0.05260027241305798,9545.777136166142
2023-06-16,Tablet,South,12,981.597146479095,0.003034329498250743,11743.423887625617
2021-09-11,Headphones,West,8,982.409900933896,0.0446426143554528,7508.420436700204
2022-03-29,Headphones,East,11,1547.5414572205716,0.232761686863238,13060.664068618296
2023-11-27,Smartphone,South,14,1275.7044812622023,0.13403510295246343,15466.014196910255
2023-10-12,Laptop,North,8,1284.8632431383503,0.1342500743431285,8898.962057810188
2021-01-09,Smartphone,South,10,928.0508434714753,0.28650687588350054,6621.5789564741535
2023-03-27,Tablet,East,7,1085.6635178581787,0.27589047240842224,5502.975079277874
2021-07-27,Headphones,East,17,1504.1494490993352,0.09335842134120276,23183.315328193086
2022-02-08,Smartphone,South,4,1660.5847922682406,0.06271743863425984,6225.748669848688
2021-06-01,Laptop,North,13,1408.29473418089,0.2545446629801219,13647.670733997753
2021-02-23,Smartphone,South,4,1851.942328249082,0.27180572131330893,5394.295231554766
2022-09-20,Smartwatch,North,5,1649.6319718870418,0.16247907683954607,6908.006459849176
2022-08-10,Laptop,South,4,1145.6343901285609,0.18882711333513014,3717.2302212125296
2021-04-14,Tablet,East,18,1359.2418416552869,0.07707428540768801,22580.626464242563
2021-09-11,Headphones,West,6,1856.3011399963323,0.24024080639355738,8462.051143286
2022-05-25,Smartphone,West,2,1257.377686273964,0.18963672853470692,2037.8653906328607
2021-04-09,Laptop,North,11,1658.3735485606699,0.15105405338939898,15486.564522185015
2021-06-02,Smartwatch,North,14,1393.1804820004747,0.018032566823518746,19152.81006606211
2023-07-03,Laptop,North,5,1126.2759040679098,0.2747804887533461,4083.9863033850647
2023-05-28,Smartwatch,East,6,521.5844810599385,0.1846354261153218,2551.689048865787
2021-12-04,Tablet,South,10,880.6951629634349,0.057807328407890386,8297.84528450767
2023-04-02,Headphones,East,8,1937.0985084257454,0.18191583509491582,12677.676924834881
2023-08-15,Tablet,West,14,1332.6424973815701,0.203239006271992,14865.165846970798
2021-06-10,Smartphone,North,3,1150.5709916610297,0.15773110100496765,2907.2704870858743
2023-03-12,Laptop,South,12,1869.2654197800432,0.21543052138680674,17598.823149438005
2022-02-02,Smartwatch,West,16,1193.697973023025,0.17443618437858727,15767.581652934956
2023-03-27,Smartwatch,West,17,1075.8609109139356,0.28433087460964446,13089.327431642609
2022-02-05,Laptop,West,1,1530.6561675429002,0.01610912357979205,1505.9986381817807
2022-10-02,Laptop,East,10,1439.6979570237618,0.03187371254086815,13938.094381959112
2023-11-23,Smartphone,North,10,426.6620163964438,0.05210149108630195,4044.322891523009
2022-11-19,Tablet,West,2,969.0511354195363,0.20705132118129962,1536.8156350773656
2022-04-05,Smartwatch,North,9,971.4051134981912,0.1936787618249426,7049.381164968993
2023-08-13,Smartphone,East,13,787.5378047245223,0.2676176580629082,7498.124163245842
2022-04-15,Tablet,West,16,1058.7222901968935,0.2198632358651695,13215.170905465942
2023-11-12,Smartphone,East,18,855.5594255679313,0.15250664626937768,13051.456684027395
2023-01-20,Smartwatch,East,19,438.7237044688071,0.2975495377390891,5855.451711169723
2021-02-07,Laptop,North,12,854.1146501856281,0.07983238685078975,9431.143668204984
2021-08-18,Laptop,West,8,190.94004776769435,0.24995749793563618,1145.705209375765
2022-07-17,Tablet,East,17,1172.7824324101025,0.1280371116581758,17384.586871734675
2022-03-14,Headphones,West,15,1714.6263704351682,0.19462054166272025,20713.872862078373
2021-01-27,Tablet,North,10,1464.3098144913827,0.2181805411357302,11448.25906775292
2021-08-14,Headphones,East,15,752.768378105517,0.1901262261571009,9144.710508088701
2023-03-09,Smartphone,North,15,219.78885087575097,0.04215219093257798,3157.864039031766
2021-10-11,Smartphone,West,7,444.19132848927796,0.13288530322437983,2696.153803793381
2023-05-29,Smartwatch,West,13,1113.7061639649296,0.1684315133799373,12039.598341000774
2023-08-18,Headphones,North,17,453.7613125969141,0.254713127753579,5749.099940000338
2022-03-29,Smartwatch,South,9,1110.7475670056867,0.1330937246395717,8666.226325607018
2023-10-17,Laptop,East,8,501.6180982896029,0.2756241914412754,2906.8801242897675
2023-03-27,Headphones,West,18,1705.4015454783419,0.1321122669075632,26641.747463715656
2022-10-21,Tablet,West,13,824.6793720388964,0.1646339577789035,8955.818860579657
2022-07-01,Laptop,East,16,528.8237205917576,0.23888570488284028,6439.92469343087
2023-12-09,Laptop,North,9,1634.03605148177,0.17492030532664307,12133.889697976529
2021-01-17,Tablet,North,12,718.535981370629,0.2880654217148474,6138.607330557684
2021-06-07,Laptop,North,12,267.40099128562474,0.19810074915423828,2573.1438550482785
2022-04-22,Headphones,South,6,1162.298508237101,0.1568128362202803,5880.211095755042
2023-12-06,Smartwatch,South,19,1184.050198654078,0.007077590334238759,22337.72955184378
2022-06-02,Laptop,West,7,1443.6565667096816,0.12411986927409895,8851.290716610869
2021-04-09,Headphones,North,3,518.4278947563519,0.08977452577804813,1415.6588290634656
2023-11-27,Smartphone,East,16,915.354111229878,0.22443170036624677,11358.71410574915
2021-10-07,Headphones,West,18,600.6174421331797,0.06248330254606373,10135.599854074728
2022-05-12,Smartwatch,East,16,207.85978542559184,0.061566026188221545,3121.002950921628
2021-10-29,Headphones,West,7,1759.3969626809887,0.05685571297121303,11615.556357778622
2021-06-30,Tablet,South,4,1471.2961187522653,0.03768468394687078,5663.403158099314
2022-08-30,Smartwatch,West,8,637.8529659446614,0.09330210110126622,4626.7195522268
2022-12-01,Smartphone,South,13,1218.7773361003733,0.2657766343330275,11633.11237023316
2023-09-20,Tablet,West,13,442.46438686222126,0.23247854169178647,4414.811848901241
2021-07-10,Headphones,North,17,1785.9614125017533,0.22057536489203802,23664.379478353352
2021-09-10,Smartwatch,East,17,274.0673695557251,0.2392010416949888,3544.672877477634
2023-09-08,Smartphone,North,5,57.482433740211754,0.08082536679887149,264.1819747433365
2023-07-17,Tablet,West,6,1028.9159855914052,0.2662325072257463,4529.910618136533
2021-05-08,Smartphone,West,19,1187.099255733095,0.041191012542481316,21625.827272619434
2021-01-18,Headphones,West,13,1178.9823745768185,0.10090371801467458,13780.242703607222
2022-07-20,Smartphone,South,14,156.29825850376125,0.17602443569020287,1803.003240517853
2022-07-24,Laptop,East,4,662.3854234909434,0.030871526502600187,2567.7462973388265
2022-11-17,Tablet,East,7,1023.437946340597,0.21903905633292747,5594.855450511905
2022-09-18,Smartphone,West,8,472.3294119731197,0.11617381446104248,3339.6568200164897
2023-05-04,Headphones,West,13,1751.620476697498,0.23532169968252,17412.54019599038
2023-08-20,Headphones,South,6,219.86311444979637,0.1478688856753808,1124.1132042899176
2021-06-04,Smartphone,North,6,1000.3996612604836,0.05426235732760091,5676.693704224538
2022-05-05,Headphones,North,3,1398.2613121506465,0.2204285434066033,3270.1338234344207
2023-02-24,Smartwatch,East,3,560.4146452622408,0.07564318675168306,1554.0692867768728
2021-09-03,Smartwatch,South,13,1267.2694371451603,0.14724309038041283,14048.745995378387
2023-11-29,Smartwatch,West,2,1667.3010427776305,0.022659980747072282,3259.040066497432
2023-01-29,Laptop,East,16,421.1571014353427,0.185359996323611,5489.462762585999
2022-06-22,Smartphone,South,6,1838.5801540584825,0.19975732986488318,8827.861750447168
2023-07-10,Laptop,North,8,1129.4391386915981,0.11360226299183507,8009.058372997468
2022-02-12,Headphones,South,8,633.502408387068,0.28632683409632215,3616.9093552096283
2022-06-09,Laptop,North,6,890.173636995428,0.2622506764446205,3940.3499912412535
2023-04-08,Headphones,South,14,658.7741733834565,0.21238227472199842,7264.071022770434
2023-06-22,Headphones,East,3,1463.9667618699664,0.2140956223481228,3451.6136606713503
2021-02-05,Tablet,North,10,1602.7862936595077,0.07572051448264537,14814.224908978775
2022-11-16,Smartwatch,East,3,1674.227915021389,0.1970445693265347,4032.991189654612
2021-01-20,Headphones,East,12,1972.2480866921953,0.05946187957065589,22259.69410173417
2021-11-17,Tablet,North,17,1593.0043703685328,0.04320096717594663,25911.14569450274
2022-05-27,Smartwatch,North,5,1222.6989378426986,0.29984036826077404,4280.422190239433
2022-02-04,Headphones,West,9,711.4795818639784,0.18671277944195225,5207.735264561613
2022-10-16,Headphones,West,7,1111.9611249859613,0.12929636179715714,6777.320179457818
2023-08-30,Laptop,West,4,130.08293694129057,0.0864493568651854,475.34940281432614
2022-04-16,Laptop,East,13,1502.4088972833304,0.18117613309866823,15992.70741822653
2023-04-14,Smartwatch,East,13,919.6133129295985,0.014878052466025837,11777.106351547889
2022-12-28,Headphones,West,10,89.04529797776586,0.028404297151438516,865.16028874067
2023-05-04,Smartphone,East,18,171.88853594530107,0.009857009322118903,3063.4961227942117
2021-02-20,Laptop,East,17,805.5596044524254,0.1497509499787985,11643.7469031592
2022-07-29,Smartwatch,North,13,1187.6719620859485,0.18018198875615477,12657.773257575911
2021-05-30,Headphones,North,17,955.197700456647,0.018743928407346254,15933.990233455239
2021-11-10,Headphones,East,4,1257.448418719702,0.21636734024967497,3941.5105954406417
2022-07-24,Smartphone,West,1,986.5738046431438,0.06911852145436932,918.3832819605979
2021-11-01,Smartwatch,South,1,1340.3224986886262,0.2055604361309598,1064.8052213020544
2022-11-13,Headphones,West,15,477.2958261080617,0.29456914201057366,5050.48806189273
2023-04-18,Laptop,South,13,270.04421500806177,0.20733176101615533,2782.7211406567953
2023-12-14,Smartphone,West,17,1213.0462115200369,0.26495791587708256,15157.880262702653
2023-09-30,Smartwatch,North,8,995.1445580257996,0.2844595520229202,5696.529462813869
2022-03-20,Smartphone,East,18,102.39192538762383,0.14602531450569464,1573.9220210409437
2022-09-05,Laptop,East,13,791.9396767114199,0.21069749382591205,8126.039630371269
2023-09-20,Smartwatch,North,14,256.94489170744123,0.2555907760667525,2677.810064013681
2021-09-21,Smartphone,South,8,1086.1458219177557,0.10698267386231583,7759.576301476892
2023-12-13,Tablet,South,8,821.76647533784,0.07841919496811846,6058.593679120468
2023-10-01,Laptop,South,15,1245.646226650885,0.2839795718335016,13378.622168258245
2021-01-05,Laptop,North,13,1620.9243266019646,0.21789105011064538,16480.612498074035
2023-02-13,Laptop,South,7,634.3539334909071,0.06590464001274789,4147.829461044628
2023-05-27,Tablet,North,5,1926.0991031218036,0.13472501780283402,8333.02683581848
2023-09-19,Tablet,West,17,1094.4872761457702,0.2389355308613428,14160.581422581225
2023-06-03,Headphones,West,16,1255.6670575718365,0.16411889727553264,16793.413835806943
2021-02-16,Smartphone,North,2,1377.3111277901871,0.19498562944976672,2217.5105011796986
2023-05-17,Headphones,East,18,1350.1264832223,0.2261304606135157,18806.791674325235
2023-04-03,Smartphone,West,17,1046.392948937871,0.18660275664269418,14469.263382287969
2023-07-25,Tablet,South,7,886.0903676736328,0.16202379657665872,5197.658495352004
2022-10-18,Tablet,North,13,154.8748301458869,0.22488428531633203,1560.5968905155305
2021-09-26,Headphones,South,18,93.06739833730049,0.2182689106296602,1309.5662163674626
2022-01-05,Smartwatch,South,14,748.0243293388911,0.18896172005495368,8493.469115936854
2022-09-28,Headphones,East,18,700.6387367357006,0.10793682401457888,11250.252300795524
2022-10-19,Smartphone,South,13,806.0055519360632,0.12174362766008147,9202.433657679609
2021-04-30,Headphones,East,11,319.81799173197055,0.2911315646652292,2493.7976733004566
2023-04-11,Laptop,West,16,1489.4281275468452,0.033715779687457745,23027.374351010767
2023-12-18,Smartphone,North,17,1721.080608813666,0.0805514751758506,26901.56545691196
2023-01-11,Smartphone,South,8,1880.4935389793682,0.1477205277613007,12821.648327596959
2021-04-27,Smartwatch,North,19,1010.1064918632704,0.25101890584313574,14374.462644323376
2023-03-02,Tablet,South,15,1416.6881132945857,0.049102699118918354,20206.873546832
2023-10-10,Smartphone,North,9,1718.3246906999514,0.08308638543738296,14179.99772827695
2023-12-18,Tablet,South,10,865.6676666322976,0.019739465338571693,8485.79849732087
2022-09-26,Headphones,South,12,653.3549499973665,0.21179557981524552,6179.727114450162
2022-05-28,Laptop,South,1,1876.6128839143057,0.07146283064268484,1742.5048152092572
